### DATA:
#
#         Q               I              Error
#470
3.28819061E-02 2.20093396E+00 1.61022292E-02
3.34587628E-02 2.18944903E+00 1.58843572E-02
3.40356185E-02 2.15733482E+00 1.62939006E-02
3.46124732E-02 2.15356675E+00 1.58622551E-02
3.51893269E-02 2.14061372E+00 1.57750943E-02
3.57661796E-02 2.16125413E+00 1.60016660E-02
3.63430312E-02 2.11381208E+00 1.56059387E-02
3.69198817E-02 2.11498324E+00 1.57737663E-02
3.74967311E-02 2.14083454E+00 1.53323234E-02
3.80735795E-02 2.11397461E+00 1.54214011E-02
3.86504267E-02 2.09864284E+00 1.57474978E-02
3.92272728E-02 2.11299402E+00 1.51071087E-02
3.98041178E-02 2.09533055E+00 1.49367384E-02
4.03809615E-02 2.08141027E+00 1.46905141E-02
4.09578041E-02 2.06812058E+00 1.49378165E-02
4.15346455E-02 2.06716579E+00 1.49123525E-02
4.21114857E-02 2.05598037E+00 1.46265267E-02
4.26883246E-02 2.08869183E+00 1.46140535E-02
4.32651622E-02 2.06916588E+00 1.42947071E-02
4.38419986E-02 2.06143353E+00 1.44439203E-02
4.44188337E-02 2.04690349E+00 1.40177339E-02
4.49956675E-02 2.06548816E+00 1.40796939E-02
4.55725000E-02 2.05592036E+00 1.43076227E-02
4.61493312E-02 2.04163908E+00 1.39647473E-02
4.67261609E-02 2.03927586E+00 1.42374401E-02
4.73029893E-02 2.05134508E+00 1.36016276E-02
4.78798164E-02 2.04849879E+00 1.36439192E-02
4.84566420E-02 2.02087830E+00 1.37631648E-02
4.90334662E-02 2.02730139E+00 1.33249308E-02
4.96102889E-02 2.04793090E+00 1.36467421E-02
5.01871102E-02 2.02341364E+00 1.31577590E-02
5.07639300E-02 2.04272548E+00 1.35599936E-02
5.13407483E-02 2.00109596E+00 1.32606852E-02
5.19175651E-02 2.00578322E+00 1.32056754E-02
5.24943804E-02 2.02554976E+00 1.31687899E-02
5.30711941E-02 2.01255247E+00 1.28753092E-02
5.36480063E-02 1.99691911E+00 1.30276451E-02
5.42248169E-02 2.01241287E+00 1.27846700E-02
5.48016259E-02 1.99475999E+00 1.28904050E-02
5.53784333E-02 2.01081152E+00 1.31846293E-02
5.59552391E-02 2.04886813E+00 1.28388140E-02
5.65320432E-02 1.99999002E+00 1.35195629E-02
5.71088457E-02 1.99563826E+00 1.36811297E-02
5.76856465E-02 1.98883550E+00 1.42667088E-02
5.82624456E-02 2.00522121E+00 1.39791575E-02
5.88392429E-02 2.03788830E+00 1.40343377E-02
5.94160386E-02 1.99400084E+00 1.44524832E-02
5.99928325E-02 2.00898077E+00 1.40625559E-02
6.05696246E-02 1.99153912E+00 1.44771395E-02
6.11464150E-02 2.00228973E+00 1.43980112E-02
6.17232036E-02 1.99990691E+00 1.48197653E-02
6.22999903E-02 2.00096088E+00 1.45769631E-02
6.28767752E-02 1.96735938E+00 1.43560963E-02
6.34535583E-02 1.94957827E+00 1.49922888E-02
6.40303395E-02 1.96458036E+00 1.45150823E-02
6.46071188E-02 1.98514087E+00 1.49067285E-02
6.51838962E-02 1.96448594E+00 1.48375009E-02
6.57606717E-02 1.95607256E+00 1.46262698E-02
6.63374453E-02 1.95211295E+00 1.53474326E-02
6.69142169E-02 1.97299609E+00 1.44722853E-02
6.74909866E-02 1.99093353E+00 1.53881743E-02
6.80677543E-02 1.99160144E+00 1.46100656E-02
6.86445199E-02 1.96419454E+00 1.44298181E-02
6.92212836E-02 1.95116702E+00 1.49536980E-02
6.97980452E-02 1.96420842E+00 1.45229679E-02
7.03748048E-02 1.95878093E+00 1.50053255E-02
7.09515623E-02 1.94813042E+00 1.48638511E-02
7.15283177E-02 1.96691057E+00 1.51550395E-02
7.21050710E-02 1.96811438E+00 1.54915638E-02
7.26818222E-02 1.97644240E+00 1.51081985E-02
7.32585713E-02 1.99163530E+00 1.53167579E-02
7.38353182E-02 1.96937451E+00 1.47448589E-02
7.44120629E-02 1.95026969E+00 1.53727580E-02
7.49888055E-02 1.98872754E+00 1.54621303E-02
7.55655458E-02 1.98221631E+00 1.54544125E-02
7.61422839E-02 1.94736855E+00 1.57373233E-02
7.67190198E-02 1.95386544E+00 1.47684721E-02
7.72957535E-02 1.95676695E+00 1.55343155E-02
7.78724848E-02 1.95427470E+00 1.54097769E-02
7.84492139E-02 1.98029852E+00 1.53889494E-02
7.90259407E-02 1.95872127E+00 1.55168473E-02
7.96026651E-02 1.94658950E+00 1.54853384E-02
8.01793872E-02 1.92596120E+00 1.54739653E-02
8.07561070E-02 1.96443872E+00 1.54705997E-02
8.13328243E-02 1.92522605E+00 1.52898675E-02
8.19095393E-02 1.94622765E+00 1.56699728E-02
8.24862519E-02 1.91740218E+00 1.53877140E-02
8.30629621E-02 1.95216482E+00 1.58082317E-02
8.36396698E-02 1.94650272E+00 1.55260891E-02
8.42163750E-02 1.94941606E+00 1.54778241E-02
8.47930778E-02 1.95403168E+00 1.57984729E-02
8.53697781E-02 1.97717619E+00 1.57327164E-02
8.59464759E-02 1.95922366E+00 1.58306768E-02
8.65231711E-02 1.93796148E+00 1.56779796E-02
8.70998638E-02 1.91740576E+00 1.53667852E-02
8.76765540E-02 1.93147196E+00 1.59259855E-02
8.82532416E-02 1.94001729E+00 1.58801162E-02
8.88299266E-02 1.94098169E+00 1.57323854E-02
8.94066089E-02 1.94075066E+00 1.59611298E-02
8.99832887E-02 1.92934345E+00 1.57791514E-02
9.05599658E-02 1.91443394E+00 1.61958915E-02
9.11366402E-02 1.95354261E+00 1.56006985E-02
9.17133120E-02 1.93638657E+00 1.59691078E-02
9.22899811E-02 1.94981623E+00 1.58459246E-02
9.28666474E-02 1.96079607E+00 1.62383124E-02
9.34433111E-02 1.94966753E+00 1.56928992E-02
9.40199720E-02 1.95438406E+00 1.60185947E-02
9.45966301E-02 1.91302895E+00 1.58259918E-02
9.51732854E-02 1.92443247E+00 1.59957945E-02
9.57499380E-02 1.92226105E+00 1.60016119E-02
9.63265877E-02 1.92737131E+00 1.59035290E-02
9.69032346E-02 1.96670165E+00 1.60635746E-02
9.74798787E-02 1.90459073E+00 1.58025780E-02
9.80565199E-02 1.93656558E+00 1.60387861E-02
9.86331582E-02 1.93860197E+00 1.57071547E-02
9.92097936E-02 1.93778218E+00 1.57737759E-02
9.97864261E-02 1.95568044E+00 1.62599821E-02
1.00363056E-01 1.93940050E+00 1.58385018E-02
1.00939682E-01 1.89812422E+00 1.61338424E-02
1.01516306E-01 1.91507205E+00 1.59491056E-02
1.02092927E-01 1.93712493E+00 1.61113131E-02
1.02669544E-01 1.95301658E+00 1.57451331E-02
1.03246159E-01 1.93355646E+00 1.47147002E-02
1.03822771E-01 1.94506729E+00 1.51506746E-02
1.04399379E-01 1.93065554E+00 1.56819249E-02
1.04975985E-01 1.93957785E+00 1.55459933E-02
1.05552587E-01 1.95414545E+00 1.56686981E-02
1.06129186E-01 1.94196304E+00 1.50676603E-02
1.06705783E-01 1.91250936E+00 1.55669802E-02
1.07282376E-01 1.91405877E+00 1.60406159E-02
1.07858966E-01 1.93702066E+00 1.58845806E-02
1.08435552E-01 1.95775704E+00 1.56279483E-02
1.09012136E-01 1.93360633E+00 1.55153477E-02
1.09588716E-01 1.93655290E+00 1.61214971E-02
1.10165293E-01 1.92137160E+00 1.60842931E-02
1.10741867E-01 1.91060023E+00 1.57450056E-02
1.11318438E-01 1.91072939E+00 1.58620268E-02
1.11895005E-01 1.92154463E+00 1.58379662E-02
1.12471569E-01 1.95515662E+00 1.57142882E-02
1.13048130E-01 1.93141363E+00 1.59264176E-02
1.13624688E-01 1.90309427E+00 1.56079507E-02
1.14201242E-01 1.93423388E+00 1.59415334E-02
1.14777793E-01 1.91615673E+00 1.60233144E-02
1.15354340E-01 1.91676551E+00 1.59770833E-02
1.15930884E-01 1.92118054E+00 1.55705720E-02
1.16507425E-01 1.91579628E+00 1.56991489E-02
1.17083962E-01 1.91701584E+00 1.58768557E-02
1.17660496E-01 1.93320897E+00 1.62637896E-02
1.18237026E-01 1.88551096E+00 1.59246349E-02
1.18813553E-01 1.95379695E+00 1.64986063E-02
1.19390076E-01 1.90628268E+00 1.60739410E-02
1.19966596E-01 1.88987327E+00 1.62207596E-02
1.20543112E-01 1.90982620E+00 1.59215285E-02
1.21119625E-01 1.91959277E+00 1.61662342E-02
1.21696134E-01 1.90189879E+00 1.64680365E-02
1.22272640E-01 1.91519776E+00 1.59753799E-02
1.22849142E-01 1.93177577E+00 1.58677867E-02
1.23425640E-01 1.91412748E+00 1.63088319E-02
1.24002135E-01 1.92211511E+00 1.61497623E-02
1.24578626E-01 1.90391537E+00 1.61919476E-02
1.25155114E-01 1.93195201E+00 1.64230482E-02
1.25731598E-01 1.89895961E+00 1.58912673E-02
1.26308078E-01 1.88954872E+00 1.59811104E-02
1.26884554E-01 1.92041436E+00 1.59224581E-02
1.27461027E-01 1.92618301E+00 1.64061240E-02
1.28037496E-01 1.92495849E+00 1.59336686E-02
1.28613961E-01 1.90429735E+00 1.61482179E-02
1.29190422E-01 1.91255297E+00 1.63965779E-02
1.29766880E-01 1.88561493E+00 1.61697975E-02
1.30343334E-01 1.89873520E+00 1.61202144E-02
1.30919784E-01 1.92545631E+00 1.61281752E-02
1.31496230E-01 1.90215044E+00 1.62189201E-02
1.32072672E-01 1.93507587E+00 1.62721791E-02
1.32649111E-01 1.90180709E+00 1.62657216E-02
1.33225545E-01 1.91256717E+00 1.60779517E-02
1.33801976E-01 1.91727602E+00 1.61577640E-02
1.34378403E-01 1.92085005E+00 1.60007180E-02
1.34954825E-01 1.91100708E+00 1.61456940E-02
1.35531244E-01 1.89842940E+00 1.63995127E-02
1.36107659E-01 1.88142577E+00 1.61635500E-02
1.36684070E-01 1.92341919E+00 1.60865361E-02
1.37260476E-01 1.86261748E+00 1.60475760E-02
1.37836879E-01 1.92157930E+00 1.58721491E-02
1.38413278E-01 1.93362926E+00 1.48229700E-02
1.38989673E-01 1.90443774E+00 1.50731201E-02
1.39566063E-01 1.91440844E+00 1.54189932E-02
1.40142450E-01 1.90344504E+00 1.59108791E-02
1.40718832E-01 1.93063455E+00 1.54447912E-02
1.41295210E-01 1.92720164E+00 1.57593989E-02
1.41871584E-01 1.90270900E+00 1.57458455E-02
1.42447954E-01 1.88956337E+00 1.57936524E-02
1.43024320E-01 1.92842867E+00 1.59969472E-02
1.43600681E-01 1.91674560E+00 1.61434218E-02
1.44177039E-01 1.93461075E+00 1.56214688E-02
1.44753392E-01 1.91508883E+00 1.56686845E-02
1.45329741E-01 1.88977792E+00 1.56878703E-02
1.45906085E-01 1.91913394E+00 1.60792161E-02
1.46482425E-01 1.92083545E+00 1.57520569E-02
1.47058761E-01 1.92986987E+00 1.61306798E-02
1.47635093E-01 1.92162179E+00 1.59284664E-02
1.48211420E-01 1.88961581E+00 1.58536660E-02
1.48787743E-01 1.91096543E+00 1.58336585E-02
1.49364062E-01 1.91985734E+00 1.57239788E-02
1.49940376E-01 1.89668913E+00 1.64491842E-02
1.50516686E-01 1.90352655E+00 1.64650418E-02
1.51092991E-01 1.89611314E+00 1.60052936E-02
1.51669292E-01 1.89948042E+00 1.59875228E-02
1.52245589E-01 1.87191859E+00 1.62072466E-02
1.52821881E-01 1.92121526E+00 1.64426524E-02
1.53398168E-01 1.90998130E+00 1.62472306E-02
1.53974451E-01 1.90699143E+00 1.60637667E-02
1.54550730E-01 1.89013359E+00 1.59052064E-02
1.55127004E-01 1.90395385E+00 1.60191328E-02
1.55703273E-01 1.90644854E+00 1.63176059E-02
1.56279538E-01 1.89549352E+00 1.64304313E-02
1.56855799E-01 1.89542300E+00 1.62079542E-02
1.57432054E-01 1.93316227E+00 1.60665591E-02
1.58008305E-01 1.88530248E+00 1.58551002E-02
1.58584552E-01 1.91172899E+00 1.62208206E-02
1.59160794E-01 1.86694866E+00 1.60457467E-02
1.59737031E-01 1.91092425E+00 1.61537581E-02
1.60313263E-01 1.89857579E+00 1.62671058E-02
1.60889491E-01 1.92739810E+00 1.61525541E-02
1.61465714E-01 1.92494056E+00 1.62220004E-02
1.62041932E-01 1.89355679E+00 1.59379742E-02
1.62618146E-01 1.90335155E+00 1.60981273E-02
1.63194354E-01 1.90708651E+00 1.60916567E-02
1.63770558E-01 1.88180981E+00 1.59679592E-02
1.64346757E-01 1.87043672E+00 1.63325824E-02
1.64922952E-01 1.92198325E+00 1.60723163E-02
1.65499141E-01 1.89467229E+00 1.58770682E-02
1.66075326E-01 1.90379766E+00 1.62995022E-02
1.66651506E-01 1.86757404E+00 1.61746957E-02
1.67227680E-01 1.90326860E+00 1.60291476E-02
1.67803850E-01 1.90238541E+00 1.61154832E-02
1.68380015E-01 1.88865119E+00 1.62258178E-02
1.68956175E-01 1.89052804E+00 1.58884151E-02
1.69532331E-01 1.87997745E+00 1.60595996E-02
1.70108481E-01 1.92054652E+00 1.58534564E-02
1.70684626E-01 1.91680490E+00 1.63293214E-02
1.71260766E-01 1.86828369E+00 1.60607845E-02
1.71836901E-01 1.92093724E+00 1.63461441E-02
1.72413031E-01 1.90251550E+00 1.59790652E-02
1.72989156E-01 1.90200978E+00 1.56616282E-02
1.73565276E-01 1.89403352E+00 1.48058254E-02
1.74141391E-01 1.90880239E+00 1.49077601E-02
1.74717501E-01 1.88796341E+00 1.53534287E-02
1.75293605E-01 1.90888712E+00 1.54957179E-02
1.75869705E-01 1.93154816E+00 1.55200782E-02
1.76445799E-01 1.90199571E+00 1.53834887E-02
1.77021888E-01 1.89313557E+00 1.53555249E-02
1.77597972E-01 1.90696285E+00 1.57221642E-02
1.78174051E-01 1.90946036E+00 1.55111889E-02
1.78750125E-01 1.90146174E+00 1.58588616E-02
1.79326193E-01 1.91846334E+00 1.58467631E-02
1.79902256E-01 1.87686617E+00 1.54934210E-02
1.80478314E-01 1.91509454E+00 1.55878496E-02
1.81054366E-01 1.89628663E+00 1.58594218E-02
1.81630413E-01 1.87558377E+00 1.55913241E-02
1.82206455E-01 1.89211715E+00 1.59734612E-02
1.82782491E-01 1.87980282E+00 1.60876220E-02
1.83358522E-01 1.87140538E+00 1.60695287E-02
1.83934548E-01 1.89499701E+00 1.61167566E-02
1.84510569E-01 1.89162417E+00 1.62700009E-02
1.85086583E-01 1.90300651E+00 1.59404703E-02
1.85662593E-01 1.89116625E+00 1.60443986E-02
1.86238597E-01 1.86301392E+00 1.60283180E-02
1.86814596E-01 1.89902572E+00 1.61635288E-02
1.87390589E-01 1.88080204E+00 1.59007264E-02
1.87966576E-01 1.92009572E+00 1.60122367E-02
1.88542558E-01 1.89032974E+00 1.56874098E-02
1.89118535E-01 1.89192315E+00 1.62742463E-02
1.89694506E-01 1.86518917E+00 1.59258798E-02
1.90270471E-01 1.91300431E+00 1.58776072E-02
1.90846431E-01 1.92385631E+00 1.60325961E-02
1.91422385E-01 1.86309354E+00 1.61605805E-02
1.91998334E-01 1.89053111E+00 1.58654862E-02
1.92574277E-01 1.90132416E+00 1.60942936E-02
1.93150215E-01 1.87982441E+00 1.62067752E-02
1.93726146E-01 1.91584882E+00 1.62443531E-02
1.94302072E-01 1.88182040E+00 1.60267938E-02
1.94877993E-01 1.88857880E+00 1.61044718E-02
1.95453907E-01 1.85213960E+00 1.59847329E-02
1.96029816E-01 1.89125139E+00 1.59341490E-02
1.96605719E-01 1.88035452E+00 1.61104435E-02
1.97181617E-01 1.88703654E+00 1.61583719E-02
1.97757508E-01 1.90897265E+00 1.62274891E-02
1.98333394E-01 1.88250262E+00 1.59292920E-02
1.98909274E-01 1.91190038E+00 1.60269310E-02
1.99485148E-01 1.90092058E+00 1.60763687E-02
2.00061017E-01 1.87875460E+00 1.58229594E-02
2.00636879E-01 1.90704353E+00 1.62581039E-02
2.01212736E-01 1.88552871E+00 1.60410603E-02
2.01788586E-01 1.87829625E+00 1.59523493E-02
2.02364431E-01 1.88853567E+00 1.61248147E-02
2.02940270E-01 1.87917719E+00 1.62002495E-02
2.03516103E-01 1.87053633E+00 1.60711957E-02
2.04091930E-01 1.89999393E+00 1.61327611E-02
2.04667751E-01 1.89054903E+00 1.60363453E-02
2.05243565E-01 1.90448084E+00 1.60794157E-02
2.05819374E-01 1.89448423E+00 1.60499789E-02
2.06395177E-01 1.89285874E+00 1.59799149E-02
2.06970974E-01 1.89099999E+00 1.61808924E-02
2.07546765E-01 1.89123710E+00 1.60482255E-02
2.08122549E-01 1.90998451E+00 1.57092616E-02
2.08698328E-01 1.89061645E+00 1.45700837E-02
2.09274100E-01 1.89092732E+00 1.46282006E-02
2.09849867E-01 1.89292267E+00 1.50590643E-02
2.10425627E-01 1.88349881E+00 1.53814509E-02
2.11001381E-01 1.90078012E+00 1.55366907E-02
2.11577129E-01 1.89574785E+00 1.55112100E-02
2.12152870E-01 1.88855221E+00 1.54108868E-02
2.12728606E-01 1.88614457E+00 1.58609945E-02
2.13304335E-01 1.89700648E+00 1.54860964E-02
2.13880058E-01 1.90733609E+00 1.55427394E-02
2.14455775E-01 1.87169573E+00 1.53115694E-02
2.15031485E-01 1.89342310E+00 1.56922597E-02
2.15607189E-01 1.87212354E+00 1.54109290E-02
2.16182887E-01 1.88191808E+00 1.60329490E-02
2.16758578E-01 1.85172499E+00 1.59156977E-02
2.17334263E-01 1.88903821E+00 1.60809805E-02
2.17909942E-01 1.86985970E+00 1.59766104E-02
2.18485614E-01 1.88999446E+00 1.59146450E-02
2.19061280E-01 1.88611098E+00 1.58957530E-02
2.19636939E-01 1.89893550E+00 1.59728802E-02
2.20212593E-01 1.88985392E+00 1.59928788E-02
2.20788239E-01 1.91696172E+00 1.59754699E-02
2.21363879E-01 1.87530352E+00 1.58910575E-02
2.21939513E-01 1.89662505E+00 1.58535465E-02
2.22515140E-01 1.87636111E+00 1.58654088E-02
2.23090761E-01 1.87689599E+00 1.59992772E-02
2.23666375E-01 1.88191007E+00 1.61068025E-02
2.24241982E-01 1.89960892E+00 1.60679123E-02
2.24817583E-01 1.89771021E+00 1.61603907E-02
2.25393178E-01 1.89082378E+00 1.61694867E-02
2.25968765E-01 1.88526363E+00 1.61327859E-02
2.26544346E-01 1.89843208E+00 1.60411309E-02
2.27119921E-01 1.89847924E+00 1.60181320E-02
2.27695489E-01 1.86078343E+00 1.58672984E-02
2.28271050E-01 1.88621545E+00 1.60003900E-02
2.28846605E-01 1.90063692E+00 1.58147255E-02
2.29422152E-01 1.91338840E+00 1.62454961E-02
2.29997693E-01 1.90217468E+00 1.59977422E-02
2.30573228E-01 1.84983117E+00 1.58910163E-02
2.31148755E-01 1.87854405E+00 1.60528808E-02
2.31724276E-01 1.86455794E+00 1.56557647E-02
2.32299790E-01 1.90046980E+00 1.61009499E-02
2.32875297E-01 1.89438937E+00 1.58486032E-02
2.33450798E-01 1.90445651E+00 1.59720383E-02
2.34026291E-01 1.86876754E+00 1.61263043E-02
2.34601778E-01 1.87980213E+00 1.60295660E-02
2.35177258E-01 1.88068730E+00 1.61502524E-02
2.35752731E-01 1.86658892E+00 1.58055359E-02
2.36328197E-01 1.87017131E+00 1.59518783E-02
2.36903656E-01 1.89348637E+00 1.57934635E-02
2.37479108E-01 1.87435163E+00 1.59060296E-02
2.38054554E-01 1.90926499E+00 1.59976043E-02
2.38629992E-01 1.85892587E+00 1.53731384E-02
2.39205423E-01 1.86065197E+00 1.56423576E-02
2.39780847E-01 1.89339784E+00 1.59592119E-02
2.40356265E-01 1.89382503E+00 1.59466991E-02
2.40931675E-01 1.88169999E+00 1.57446133E-02
2.41507078E-01 1.87569461E+00 1.60874443E-02
2.42082474E-01 1.87404771E+00 1.59194494E-02
2.42657863E-01 1.89295450E+00 1.61074899E-02
2.43233245E-01 1.89523466E+00 1.52409755E-02
2.43808620E-01 1.91649204E+00 1.42326054E-02
2.44383987E-01 1.90870686E+00 1.44252428E-02
2.44959348E-01 1.90115047E+00 1.51423171E-02
2.45534701E-01 1.89247066E+00 1.50526115E-02
2.46110047E-01 1.90487134E+00 1.49665200E-02
2.46685386E-01 1.89465887E+00 1.50011008E-02
2.47260718E-01 1.87559497E+00 1.52002292E-02
2.47836042E-01 1.88640538E+00 1.52517713E-02
2.48411360E-01 1.88312898E+00 1.54261610E-02
2.48986670E-01 1.88886616E+00 1.53782085E-02
2.49561972E-01 1.89496126E+00 1.57537106E-02
2.50137268E-01 1.85838924E+00 1.54108320E-02
2.50712556E-01 1.89145990E+00 1.56857514E-02
2.51287836E-01 1.87144038E+00 1.57553381E-02
2.51863110E-01 1.85114555E+00 1.58047129E-02
2.52438375E-01 1.89386331E+00 1.57673513E-02
2.53013634E-01 1.87560669E+00 1.58570035E-02
2.53588885E-01 1.87961945E+00 1.58807582E-02
2.54164129E-01 1.89274005E+00 1.58462949E-02
2.54739365E-01 1.84857611E+00 1.57235983E-02
2.55314594E-01 1.85769685E+00 1.57651609E-02
2.55889815E-01 1.88207307E+00 1.55646110E-02
2.56465029E-01 1.88745823E+00 1.57069639E-02
2.57040236E-01 1.87031683E+00 1.56296466E-02
2.57615435E-01 1.88459022E+00 1.56883648E-02
2.58190626E-01 1.89232481E+00 1.58704341E-02
2.58765810E-01 1.90584098E+00 1.54538575E-02
2.59340986E-01 1.85747904E+00 1.57565587E-02
2.59916154E-01 1.85474885E+00 1.57411934E-02
2.60491315E-01 1.86009878E+00 1.57135642E-02
2.61066469E-01 1.88539850E+00 1.58095029E-02
2.61641614E-01 1.86546979E+00 1.54931560E-02
2.62216753E-01 1.87435829E+00 1.54420384E-02
2.62791883E-01 1.86179771E+00 1.52388487E-02
2.63367006E-01 1.88217787E+00 1.56687005E-02
2.63942121E-01 1.89574910E+00 1.57272695E-02
2.64517228E-01 1.88987999E+00 1.54916004E-02
2.65092328E-01 1.86445228E+00 1.57914296E-02
2.65667419E-01 1.88987434E+00 1.57022792E-02
2.66242503E-01 1.86959346E+00 1.54002503E-02
2.66817580E-01 1.84327231E+00 1.56197283E-02
2.67392648E-01 1.87008341E+00 1.55328157E-02
2.67967709E-01 1.88821968E+00 1.55081537E-02
2.68542761E-01 1.86633650E+00 1.55226780E-02
2.69117806E-01 1.88231348E+00 1.52892605E-02
2.69692843E-01 1.89515203E+00 1.57374475E-02
2.70267872E-01 1.88596271E+00 1.55534330E-02
2.70842894E-01 1.85921802E+00 1.55310910E-02
2.71417907E-01 1.85993198E+00 1.54066250E-02
2.71992912E-01 1.87747595E+00 1.53661202E-02
2.72567910E-01 1.89012989E+00 1.54818073E-02
2.73142899E-01 1.88503025E+00 1.54140944E-02
2.73717881E-01 1.86753137E+00 1.52379172E-02
2.74292854E-01 1.86747916E+00 1.53891775E-02
2.74867820E-01 1.86629577E+00 1.55470392E-02
2.75442777E-01 1.87920817E+00 1.55516626E-02
2.76017726E-01 1.86621342E+00 1.56103943E-02
2.76592668E-01 1.87932053E+00 1.55626444E-02
2.77167601E-01 1.88770382E+00 1.53853232E-02
2.77742526E-01 1.87356117E+00 1.56843712E-02
2.78317443E-01 2.03540840E+00 1.61651300E-02
